studentAnswer	referenceAnswer	ref_1	ref_2	accuracy
"Invasive means something that invades an area. This is important in the article because the main idea is that pythons are an "" invasive"" species in the Everglades in Florida. without understanding the word invasive, one would not understand the arguements presented by Bob Roy MacInnes or skip show on the positive or negative affects of pythons as invasive species."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"The word ""invasive"" is very appropriate for almost all of the article arguments in both positive and negative ways. Some argue that pythons are not invasive, while some support with counter-arguments that they are not exclusive when it comes to requirements some species are also very invasive and support that the world it is constantly changing."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
The significance of the word invasive is passing judgement because in the rest paragraph 7 it says I think that invasive is passing judgement and that's how I think it relates to the story.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
"In the article, "" one mans pet, another' invasive species"" by Joel Achenback, the word invasive is very significant. This is because the python is an invasive species. Also the article talks about other invasive species, ""... a raccoon, a python, a cockroach, a white tailed deer"" (Achenback 4) Lastly, the article corrects ""invasive"" with ""generalist"" when talking about the five mentioned species."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"The significance of ""invasive"" is that there is controversy on whether or not these animals are harmful to society and therefore ""invasive"" or if they are just being introduced to society and they are not doing anything negative."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"The significance of the word ""invasive"" to the rest of the article means strange animals, have a place in our society, our homes, with no question. In paragraph 7, ""Invasive species is unfair."" This means that just because their not our everyday animal doesn't mean you can't form a life for them!"	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
"The word ""invasive"" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	2
Invassive as to almost coming right up too. In this article it is used to devicte a species invading and going, were people think it shouldn't be.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"The significance of the word invasive is it can be used as a powerful word. It can also we used to pass judgement on your thoughts and concerns about a topic. According to source two ""even the term invasive species"" is unfair he said, ""They're introduced I think that ""invasive"" is a good judgement. I supose that invasive has a strong meaning behind itself."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
The significance of the word invasive is to explain that the animal is invading our home land and people that the animal poses a threat in the article they say that reptiles are invasive species but MacInnes says that government overestimate the threat of these species some are cammercially attractive.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
I think that the word invasive is like saying people are not supportive of animals like that because not a lot of people own them and when they an see them there scared because they are not being supportive about them.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
"The significance of the word ""Invasive"" is that when people hear it to them it sounds dangerous and leathal but it really doesnt means that. In the article the author wrote that ""Even the term ""Invasive species"" is unfair, they're introduced."" So what he saying is that just because someone calls them ""Invasive species doesnt mean thare harmful, if kept in controlled environment."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"The word, ""invasive"" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are ""invasive"". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, ""Invasive is the rod of the controversy over these reptiles."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	2
"The significance of the word ""invasive"" in this article is an animal put into a habitat not its own.This animal if a generalist species will affect  the habitat badly because it will hurt the ecosystem by killing species that normally another animal would eat.The python is described in this article as invasive because it is not their natural habitat."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	2
"The significance of the word ""Invasive"" is like they were sent here but are not ment to be here. ""Biologists, however, say that invasive species unchecked by natural predators, are major threats to biodiversity."""	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
The word invasive is significant to the article because in one part of article it is used in a good sense saying that invasive species are giving a broader look at pets put in other parts of the article it is used in a bad sence, stating that the species are taking over too much wit people live in the wild also that the species should stay on their native area.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"The significane of the wod ""invasive"" is truely meaning a endaged species or animal. The articles tittle say that the snake is a  pet to some but nether less a wild reptile to others. The word refers to basically every paragrah because that what their talking about. The word can clearly go towards the whole article."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
The word invasive is significant because they informs you that these animals are dangerous and shouldn't be kept as pets because they arent used to the area's they are kept. This is why MacInnes says they should say introduced instead because its not as bad.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
Invasive means that the species kind of was introduct to an area. The species does not adapt to the new environment.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
"The word invasive was used in context saying ""invasive species"", said by McInnes . I think the word would mean to not belong somewhere, but it is a personal opinion the way you feel about it. MacInnes feels it shouldn't be used because they're being ""introduced"", and that it's a ""passing judgement."""	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	1
"In this article, the word ""invasive"" means animals that have taken over area, unchecked by natural predators, that are major threats to biodiversity. For example, the article says that the pythons in Florida are imperiling five endangered species. This could lead to an unbalance in the enviroment. Invasive animals could also stretch their habitat to a larger area."	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	2
The significance of the word invasive in the article is big due to the fact that this article mainly talks about invasive animals such as snakes, pythons etc. Also it talks about the animals that are not invasive such as the koala and the panda.	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.	0
