studentAnswer	referenceAnswer	ref_1	ref_2	accuracy
white :: it will give the dog more cool air because lighter colors absorb cool air instead of heat	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: Well the darker the lid is the more tempayure goes into the jar . and the avarege of the black lid was 53 ( DEG ) C .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
white :: they would want to choose white for the summer because it wont attract alot of heat . they would want to use black for the winter to attract more heat	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
dark gray :: All choosable colors are waht you might call a 'double edged sword' because , altough the dark colors will keep the dog warm in winter , it'll make him to hot in summer . And while the light col ors will keep him cool in summer , they wont do much for him in winter .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
black :: it will keep the inside of the dog house warm er	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
light gray :: Light Gray Is The Best Color To Use Because Itself Is That Dark Of A Color So The Dog Wont Burn Up ( Darker Color=Increa se In Heat Tempeture ) And Not That Light That The Dog Would Be Cold .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
white :: The color white would affect the doghouse it so it may be cooler inside because of the lack in absorbing energy .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
light gray :: on cold days the light gray absorbs the hotter temp . and on hot days it douse not absorb as much .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
white :: The best color to paint the dog house would be white . White reflects more light than black . This would keep the inside temperature of the dog house cooler than it would if the dog house were painted black . In the experiment , the white lid was at an average of 11 ( DEG ) C cooler than the jar with the black lid . Therefore , the white would be the best color to paint the dog house .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
light gray :: the doghouse should be light gray because it does not absorb to much heat or to little heat so the dog won't be to hot or to cold it will be just right	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
white :: If they colored the doghouse white then it will be cool inside and not so hot like it would be if it was black . Because when the jar lid was black the inside of the jar was 53 ( DEG ) and when it was white the inside of the jar was 42 ( DEG ) C	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
dark gray :: The air inside will be hotter than it would be with the light gray and white as the roof color so the dog can stay war mat night but it also be colder than if the black was the roof color so the dog won't get too hot during the day .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
white :: The color might affect the dog house just a little bit , because the white color had the lowest temp . compared to the black wich its average was 53 . Thats a ( n ) 11 ( DEG ) c diferanc an the dark grey was a ( n ) 6 ( DEG ) c differance . also the light gray was a ( n ) 3 ( DEG ) c differance .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: It will effect the dog house by it being more hot cause on the chart it showed black was the hottest	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
light gray :: The light gray color would reflect some of the light energy , but also absorb a little so the doghouse would not get too hot or cold . The white color had an average of 42 ( DEG ) C after 10 minutes , which might be too cold . The dark gray had an average of 48 ( DEG ) C , which might be too hot .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
black :: no color will affect the doghouse	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
dark gray :: Dark gray would be a good color for the doghouse because it would not be too hot inside . If you were to do black the dog would get a lot hotter because it would absorb more heat . In every trial for dark gray it created 48 ( DEG ) C . This seems like a pretty good temperature for a dog house .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: Black is my choice because if it kept the jar warm for ten minutes then black would be able to keep a doghouse warm for longer .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: I chose black because the sun wont reflect the color black and it wont effect inside the dog house .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
white :: It will make the dog house cooler	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: because it's so string	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
white :: It should be white . The white lid average was 42 ( DEG ) C and it was the lowest average of temperature for the experiment .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
white :: The white color reflected the most thermal energy and will keep the dog cool .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
dark gray :: It will make it warmer than alight grey or white doghouse , but cooler than a black doghouse . This is better because dogs generally use a doghouse to hide from the rain in winter , and my color will keep it warmer . However , they are also used in summer , and as such should not be black , as that would make it unusable during summer .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: The black doghouse would keep you warmer in the winter but it would be really hot in the summer	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
white :: the color will keep the dog house cool on the inside so on hot summer days the dogs can be nice and cool	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
black :: Black paint would affect the doghouse by making it the warmest because according to the data black had the highest average of temperature which was 53 ( DEG ) C , which is warmer than the other 3 tested colors . So to me I think black would be the best color .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
light gray :: I chose light gray becasue it won't make the dog feel sad .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	0
light gray :: The light gray color would keep the doghouse mild and warm . On average , the light gray colored lid went from 24 ( DEG ) C to 42 ( DEG ) C ( a difference of 21 ( DEG ) C ) . Compared to the black color ed lid , which went from 24 ( DEG ) C to 53 ( DEG ) C ( a difference of 29 ( DEG ) C , which is too hot ) . Or the white colored lid which went from 24 ( DEG ) C to 4 2 ( DEG ) C ( a difference of 18 ( DEG ) C ) . Therefore , a gray colored roof would be perfect for a doghouse .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
white :: white will keep the dog house nice and cool since according to there data the white lid kept the air in the jar coolest .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
black :: the black one will have a good heat for the dog because in the trial the black lid was average was 53 ( DEG ) c .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
white :: the color of the dog house will affect the temperature of the inside of the dog house . the color white will keep the t emerature lower than the other colors .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	1
light gray :: I think white would be the best color for the doghouse becuase according to the experiment it was the coldest so in the summer when it is hot outside the doghouse will not be to hot .	black :: black might affect the dog house because then the doghouse can get to hot for the dog . iknow this because in the results black got the hottest .	white :: It will kepp the dog house cool and not to hot because in the table a black lid had an average of 58 degrees and the white lid had an averge of 42 degrees . There for if the dog house was painted a darker color the doghouse would get to hot inside .	white :: Brandi and Jerry should use white paint because in the experiment , the jar with the white lid increased the least in temperature . It increased 18 ( DEG ) C while the black lid made the temperature increase 29 ( DEG ) C . Therefore , the white paint should be used so that the dog house doesn't overheat .	2
