studentAnswer	referenceAnswer	ref_1	ref_2	accuracy
When Paul recieved the background information on Mr. Leonard he saw a connection between them. That is why later in the story they decid to start training together, and since they both struggle with reading they can be better friends in understand what they are going through.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
Mr. Leonard isnt a good reader and so he tells paul he broke records in college but he couldnt read that good so it helped paul understand that it is good to learn how to read and over come obsticables	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
The background information that the reader recieves about Mr. Leonard is that he was a track star through high school and his freshman year in college, but that he didn't know how to read. His grades were terrible and he flunked out of college despite being an incredible runner, it didn't help him academically. One of the best runners in history who broke records had more in common with Paul than he could have ever imagined. Paragraph 45 states, 'The emotions in Mr. Leonard's words were all too familiar to me. I knew them well-feeling of embarrassment when I was called upon to read aloud or when I didn't know an answer everyone else knew. This man had given his time to help me excel at something. Suddenly I realized what I could for him.' Paul realizes that Mr. Leonard also cannot read but took his time out of his day to teach Paul how to excel at something that he did know how to do, and knew how to do it very well. Paul returns this favor to the best of his ability by trying to help Mr. Leonard learn how to read. Paragraph 46 says, 'C'mon, Mr. Leonard, I said, walking back toward the school. It's time to start your training.'	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
The backrground information that Paul finds out about Mr. Leonard has a good effect on him.  When he finds out that Mr. Leonard was a good athlete, but did not finish college it gave Paul hope.  He realized why Mr. Leonard was so interested in helping him better himself.  Mr. Leonard helped Paul excel, and feel like he was worth something.  So Paul felt as if he had to give a favor in return.  So he began teaching Mr. Leonard how to read.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
He is excited because he will learn how to and be good at a sport	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	0
Paul thinks that if he got to know Mr. Leonard then maybe they would have something in common with him.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	0
The effect the backround information has on Paul is it shows him a whole nother side to Mr. Leonard. It showed him that they were much more alike them he origanally thought.' The emotion in Mr. Leonard's words were all to familiar to me. I knew them well-feelings of embarrassment when I was called upon to read aloud or when I didn't know an answer everyone else knew. This man had given his time to help me excel at something. Suddenly I realized what I could do for him.' After he learns this about Mr. Leonard he realizes he should do something for him in return. ''C'mon, Mr. Leonard,' I said, walking back twoard school. 'It's time to sstart your training.''	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	1
The background information that Paul gets about Mr. Leonard shocks him. He sees that Mr. Leonard was an amazing hurdler, and he didn't even tell him about it. Paul asks 'Why didn't you tell me about this?' and he got an unexpected answer.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
He lost his scholarship and flunked out.No ather schools wanted a runner who couldnt read.He wasnt a good student.And that he had no learning senters in his school.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	0
The backgroung information made a similar emotional feeling come back to his mind.  This feeling was the way he felt when he was in fromt of other students and wasn't sure of an answer or couldn't read a passage.  'The emotions in Mr. Leonard's words were all too familiar to me,' supports the my opinion that Paul knows how Mr. Leonard feels.  The effect of Mr. Leonard's background information made Paul choose to help Mr. Leonard in reading, just as he had helped Paul overcome the obstacle of jumpin hurdles.  This is shown in this passage from the story, 'This man had given his time to help me excel at something.  Suddenly I realized what I could do for him.'	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
The effection the data has on Paul is a lot. Paul thinks it is amazing that Mr. Leonard has done so much with his sports career.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	1
When Paul gets some background information on Mr. Leonard he finds out that he won the 400 meter hurdles at the nationals. He also found out that he broke records. When Paul confronted Mr. Leonard about it Mr. Leonard told him that school was hard for him and he flunked out of college because he couldn't read. Paul remembered that he can read and that he can help him. So that is just what he does about it.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	0
Mr. Leonard has poor reading skills and therfore had to drop out of college. He was an amazing athlete who lost his scholarchip. paul became an amazing athlete  who can't read as well. In paragraphs 4-10 he gets stopped by Mr. Leonard and then trains more and improves during paragraphs 22-26. Paul and Mr.Leonard both have poor reading skills but are great athletes.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	0
The information Paul finds about Mr. Leonard on the website is surprising to him.  He found out that Mr. Leonard also had, and still does, trouble reading.  Mr. Leonard was a great hurdler in college and flunked out of school because he could not read.       Paul finds this to be surprising.  He feels empowered to help Mr. Leonard to learn how to read, since Mr. Leonard has helped him learn to jump hurdles and get pass obstacles, like not being able to read very well or at all.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
It shows Paul that Mr. Leonard has gone through alot of the same obstacles that Paul has in life.  He emotionally talks about how he had gone to college on a track and field scholarship but flunked out because he couldn't read, and that really affected Paul because he knew that feeling all too well. Paul was having to go to a learning center to read so he knew exactly what Mr. Leonard went through.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	2
At first Paul felt a little big left out because in paragraph 35, he said 'Why didn't you tell me about this?'. After some of the story is revealed, Paul became curious and pressed on in paragraph 40 'Well, what happened after that?'. Then finally in paragraph 46, when the full story is told, Paul felt bad for Mr.Leonard because the two people are very alike.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	1
The backgound information that PAul had gotten effect him because Mr.Lenard couldn't read just like him so they both help out each other to learn something new.	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.	0
